ISIN,Price,Date,Model,Stock
AT0000999982,3614.07,2024-10-08,arima,ATX
AT0000999982,3615.77,2024-10-09,arima,ATX
AT0000999982,3617.57,2024-10-10,arima,ATX
AT0000999982,3619.3,2024-10-11,arima,ATX
AT0000999982,3620.9,2024-10-14,arima,ATX
AT0000999982,3622.72,2024-10-15,arima,ATX
AT0000999982,3624.56,2024-10-16,arima,ATX
AT0000999982,3626.49,2024-10-17,arima,ATX
AT0000999982,3628.53,2024-10-18,arima,ATX
AT0000999982,3630.54,2024-10-21,arima,ATX
AT0000999982,3614.07,2024-10-08,exp_smoothing,ATX
AT0000999982,3615.77,2024-10-09,exp_smoothing,ATX
AT0000999982,3617.53,2024-10-10,exp_smoothing,ATX
AT0000999982,3619.03,2024-10-11,exp_smoothing,ATX
AT0000999982,3620.63,2024-10-14,exp_smoothing,ATX
AT0000999982,3622.34,2024-10-15,exp_smoothing,ATX
AT0000999982,3624.17,2024-10-16,exp_smoothing,ATX
AT0000999982,3626.23,2024-10-17,exp_smoothing,ATX
AT0000999982,3628.28,2024-10-18,exp_smoothing,ATX
AT0000999982,3630.18,2024-10-21,exp_smoothing,ATX
AT0000999982,3614.16,2024-10-08,lgbm_regressor,ATX
AT0000999982,3614.17,2024-10-09,lgbm_regressor,ATX
AT0000999982,3614.22,2024-10-10,lgbm_regressor,ATX
AT0000999982,3614.29,2024-10-11,lgbm_regressor,ATX
AT0000999982,3614.52,2024-10-14,lgbm_regressor,ATX
AT0000999982,3614.74,2024-10-15,lgbm_regressor,ATX
AT0000999982,3615.28,2024-10-16,lgbm_regressor,ATX
AT0000999982,3615.76,2024-10-17,lgbm_regressor,ATX
AT0000999982,3616.19,2024-10-18,lgbm_regressor,ATX
AT0000999982,3616.66,2024-10-21,lgbm_regressor,ATX
AT0000999982,3622.82,2024-10-08,nn_regressor,ATX
AT0000999982,3641.72,2024-10-09,nn_regressor,ATX
AT0000999982,3671.65,2024-10-10,nn_regressor,ATX
AT0000999982,3663.75,2024-10-11,nn_regressor,ATX
AT0000999982,3678.16,2024-10-14,nn_regressor,ATX
AT0000999982,3710.16,2024-10-15,nn_regressor,ATX
AT0000999982,3702.5,2024-10-16,nn_regressor,ATX
AT0000999982,3723.0,2024-10-17,nn_regressor,ATX
AT0000999982,3752.11,2024-10-18,nn_regressor,ATX
AT0000999982,3782.04,2024-10-21,nn_regressor,ATX
AT0000999982,3614.28,2024-10-08,prophet,ATX
AT0000999982,3616.18,2024-10-09,prophet,ATX
AT0000999982,3618.17,2024-10-10,prophet,ATX
AT0000999982,3620.12,2024-10-11,prophet,ATX
AT0000999982,3622.13,2024-10-14,prophet,ATX
AT0000999982,3624.33,2024-10-15,prophet,ATX
AT0000999982,3626.65,2024-10-16,prophet,ATX
AT0000999982,3629.19,2024-10-17,prophet,ATX
AT0000999982,3631.79,2024-10-18,prophet,ATX
AT0000999982,3634.38,2024-10-21,prophet,ATX
AT0000999982,3596.91,2024-10-08,rnn_regressor,ATX
AT0000999982,3614.51,2024-10-09,rnn_regressor,ATX
AT0000999982,3612.94,2024-10-10,rnn_regressor,ATX
AT0000999982,3607.73,2024-10-11,rnn_regressor,ATX
AT0000999982,3580.97,2024-10-14,rnn_regressor,ATX
AT0000999982,3601.52,2024-10-15,rnn_regressor,ATX
AT0000999982,3617.88,2024-10-16,rnn_regressor,ATX
AT0000999982,3632.65,2024-10-17,rnn_regressor,ATX
AT0000999982,3616.02,2024-10-18,rnn_regressor,ATX
AT0000999982,3607.06,2024-10-21,rnn_regressor,ATX
AT0000999982,3612.4,2024-10-08,xgb_regressor,ATX
AT0000999982,3612.43,2024-10-09,xgb_regressor,ATX
AT0000999982,3612.43,2024-10-10,xgb_regressor,ATX
AT0000999982,3612.5,2024-10-11,xgb_regressor,ATX
AT0000999982,3612.75,2024-10-14,xgb_regressor,ATX
AT0000999982,3613.06,2024-10-15,xgb_regressor,ATX
AT0000999982,3613.52,2024-10-16,xgb_regressor,ATX
AT0000999982,3614.01,2024-10-17,xgb_regressor,ATX
AT0000999982,3614.44,2024-10-18,xgb_regressor,ATX
AT0000999982,3614.91,2024-10-21,xgb_regressor,ATX
AT0000743059,39.68,2024-10-08,arima,omv-ag
AT0000743059,39.66,2024-10-09,arima,omv-ag
AT0000743059,39.64,2024-10-10,arima,omv-ag
AT0000743059,39.62,2024-10-11,arima,omv-ag
AT0000743059,39.6,2024-10-14,arima,omv-ag
AT0000743059,39.58,2024-10-15,arima,omv-ag
AT0000743059,39.56,2024-10-16,arima,omv-ag
AT0000743059,39.54,2024-10-17,arima,omv-ag
AT0000743059,39.52,2024-10-18,arima,omv-ag
AT0000743059,39.5,2024-10-21,arima,omv-ag
AT0000743059,39.68,2024-10-08,exp_smoothing,omv-ag
AT0000743059,39.66,2024-10-09,exp_smoothing,omv-ag
AT0000743059,39.64,2024-10-10,exp_smoothing,omv-ag
AT0000743059,39.62,2024-10-11,exp_smoothing,omv-ag
AT0000743059,39.6,2024-10-14,exp_smoothing,omv-ag
AT0000743059,39.58,2024-10-15,exp_smoothing,omv-ag
AT0000743059,39.56,2024-10-16,exp_smoothing,omv-ag
AT0000743059,39.54,2024-10-17,exp_smoothing,omv-ag
AT0000743059,39.52,2024-10-18,exp_smoothing,omv-ag
AT0000743059,39.5,2024-10-21,exp_smoothing,omv-ag
AT0000743059,39.69,2024-10-08,lgbm_regressor,omv-ag
AT0000743059,39.69,2024-10-09,lgbm_regressor,omv-ag
AT0000743059,39.69,2024-10-10,lgbm_regressor,omv-ag
AT0000743059,39.69,2024-10-11,lgbm_regressor,omv-ag
AT0000743059,39.7,2024-10-14,lgbm_regressor,omv-ag
AT0000743059,39.7,2024-10-15,lgbm_regressor,omv-ag
AT0000743059,39.7,2024-10-16,lgbm_regressor,omv-ag
AT0000743059,39.71,2024-10-17,lgbm_regressor,omv-ag
AT0000743059,39.71,2024-10-18,lgbm_regressor,omv-ag
AT0000743059,39.72,2024-10-21,lgbm_regressor,omv-ag
AT0000743059,40.27,2024-10-08,nn_regressor,omv-ag
AT0000743059,40.54,2024-10-09,nn_regressor,omv-ag
AT0000743059,40.88,2024-10-10,nn_regressor,omv-ag
AT0000743059,40.96,2024-10-11,nn_regressor,omv-ag
AT0000743059,40.97,2024-10-14,nn_regressor,omv-ag
AT0000743059,41.52,2024-10-15,nn_regressor,omv-ag
AT0000743059,42.29,2024-10-16,nn_regressor,omv-ag
AT0000743059,42.01,2024-10-17,nn_regressor,omv-ag
AT0000743059,42.97,2024-10-18,nn_regressor,omv-ag
AT0000743059,43.24,2024-10-21,nn_regressor,omv-ag
AT0000743059,39.7,2024-10-08,prophet,omv-ag
AT0000743059,39.69,2024-10-09,prophet,omv-ag
AT0000743059,39.69,2024-10-10,prophet,omv-ag
AT0000743059,39.68,2024-10-11,prophet,omv-ag
AT0000743059,39.68,2024-10-14,prophet,omv-ag
AT0000743059,39.68,2024-10-15,prophet,omv-ag
AT0000743059,39.68,2024-10-16,prophet,omv-ag
AT0000743059,39.68,2024-10-17,prophet,omv-ag
AT0000743059,39.69,2024-10-18,prophet,omv-ag
AT0000743059,39.69,2024-10-21,prophet,omv-ag
AT0000743059,39.6,2024-10-08,rnn_regressor,omv-ag
AT0000743059,39.71,2024-10-09,rnn_regressor,omv-ag
AT0000743059,39.64,2024-10-10,rnn_regressor,omv-ag
AT0000743059,39.73,2024-10-11,rnn_regressor,omv-ag
AT0000743059,39.27,2024-10-14,rnn_regressor,omv-ag
AT0000743059,39.64,2024-10-15,rnn_regressor,omv-ag
AT0000743059,39.61,2024-10-16,rnn_regressor,omv-ag
AT0000743059,39.16,2024-10-17,rnn_regressor,omv-ag
AT0000743059,39.16,2024-10-18,rnn_regressor,omv-ag
AT0000743059,39.58,2024-10-21,rnn_regressor,omv-ag
AT0000743059,39.68,2024-10-08,xgb_regressor,omv-ag
AT0000743059,39.68,2024-10-09,xgb_regressor,omv-ag
AT0000743059,39.68,2024-10-10,xgb_regressor,omv-ag
AT0000743059,39.68,2024-10-11,xgb_regressor,omv-ag
AT0000743059,39.68,2024-10-14,xgb_regressor,omv-ag
AT0000743059,39.68,2024-10-15,xgb_regressor,omv-ag
AT0000743059,39.69,2024-10-16,xgb_regressor,omv-ag
AT0000743059,39.69,2024-10-17,xgb_regressor,omv-ag
AT0000743059,39.7,2024-10-18,xgb_regressor,omv-ag
AT0000743059,39.7,2024-10-21,xgb_regressor,omv-ag
AT0000937503,21.7,2024-10-08,arima,voestalpine-ag
AT0000937503,21.68,2024-10-09,arima,voestalpine-ag
AT0000937503,21.67,2024-10-10,arima,voestalpine-ag
AT0000937503,21.65,2024-10-11,arima,voestalpine-ag
AT0000937503,21.64,2024-10-14,arima,voestalpine-ag
AT0000937503,21.62,2024-10-15,arima,voestalpine-ag
AT0000937503,21.61,2024-10-16,arima,voestalpine-ag
AT0000937503,21.59,2024-10-17,arima,voestalpine-ag
AT0000937503,21.58,2024-10-18,arima,voestalpine-ag
AT0000937503,21.56,2024-10-21,arima,voestalpine-ag
AT0000937503,21.7,2024-10-08,exp_smoothing,voestalpine-ag
AT0000937503,21.68,2024-10-09,exp_smoothing,voestalpine-ag
AT0000937503,21.67,2024-10-10,exp_smoothing,voestalpine-ag
AT0000937503,21.65,2024-10-11,exp_smoothing,voestalpine-ag
AT0000937503,21.64,2024-10-14,exp_smoothing,voestalpine-ag
AT0000937503,21.62,2024-10-15,exp_smoothing,voestalpine-ag
AT0000937503,21.61,2024-10-16,exp_smoothing,voestalpine-ag
AT0000937503,21.59,2024-10-17,exp_smoothing,voestalpine-ag
AT0000937503,21.58,2024-10-18,exp_smoothing,voestalpine-ag
AT0000937503,21.56,2024-10-21,exp_smoothing,voestalpine-ag
AT0000937503,21.71,2024-10-08,lgbm_regressor,voestalpine-ag
AT0000937503,21.71,2024-10-09,lgbm_regressor,voestalpine-ag
AT0000937503,21.71,2024-10-10,lgbm_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-11,lgbm_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-14,lgbm_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-15,lgbm_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-16,lgbm_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-17,lgbm_regressor,voestalpine-ag
AT0000937503,21.73,2024-10-18,lgbm_regressor,voestalpine-ag
AT0000937503,21.73,2024-10-21,lgbm_regressor,voestalpine-ag
AT0000937503,22.1,2024-10-08,nn_regressor,voestalpine-ag
AT0000937503,22.41,2024-10-09,nn_regressor,voestalpine-ag
AT0000937503,22.37,2024-10-10,nn_regressor,voestalpine-ag
AT0000937503,22.15,2024-10-11,nn_regressor,voestalpine-ag
AT0000937503,21.92,2024-10-14,nn_regressor,voestalpine-ag
AT0000937503,22.25,2024-10-15,nn_regressor,voestalpine-ag
AT0000937503,22.24,2024-10-16,nn_regressor,voestalpine-ag
AT0000937503,22.55,2024-10-17,nn_regressor,voestalpine-ag
AT0000937503,22.84,2024-10-18,nn_regressor,voestalpine-ag
AT0000937503,23.13,2024-10-21,nn_regressor,voestalpine-ag
AT0000937503,21.71,2024-10-08,prophet,voestalpine-ag
AT0000937503,21.7,2024-10-09,prophet,voestalpine-ag
AT0000937503,21.69,2024-10-10,prophet,voestalpine-ag
AT0000937503,21.68,2024-10-11,prophet,voestalpine-ag
AT0000937503,21.68,2024-10-14,prophet,voestalpine-ag
AT0000937503,21.67,2024-10-15,prophet,voestalpine-ag
AT0000937503,21.67,2024-10-16,prophet,voestalpine-ag
AT0000937503,21.66,2024-10-17,prophet,voestalpine-ag
AT0000937503,21.66,2024-10-18,prophet,voestalpine-ag
AT0000937503,21.66,2024-10-21,prophet,voestalpine-ag
AT0000937503,21.41,2024-10-08,rnn_regressor,voestalpine-ag
AT0000937503,21.58,2024-10-09,rnn_regressor,voestalpine-ag
AT0000937503,21.59,2024-10-10,rnn_regressor,voestalpine-ag
AT0000937503,21.05,2024-10-11,rnn_regressor,voestalpine-ag
AT0000937503,20.79,2024-10-14,rnn_regressor,voestalpine-ag
AT0000937503,21.07,2024-10-15,rnn_regressor,voestalpine-ag
AT0000937503,20.81,2024-10-16,rnn_regressor,voestalpine-ag
AT0000937503,20.71,2024-10-17,rnn_regressor,voestalpine-ag
AT0000937503,21.17,2024-10-18,rnn_regressor,voestalpine-ag
AT0000937503,21.35,2024-10-21,rnn_regressor,voestalpine-ag
AT0000937503,21.71,2024-10-08,xgb_regressor,voestalpine-ag
AT0000937503,21.71,2024-10-09,xgb_regressor,voestalpine-ag
AT0000937503,21.71,2024-10-10,xgb_regressor,voestalpine-ag
AT0000937503,21.71,2024-10-11,xgb_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-14,xgb_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-15,xgb_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-16,xgb_regressor,voestalpine-ag
AT0000937503,21.72,2024-10-17,xgb_regressor,voestalpine-ag
AT0000937503,21.73,2024-10-18,xgb_regressor,voestalpine-ag
AT0000937503,21.73,2024-10-21,xgb_regressor,voestalpine-ag
AT0000652011,48.99,2024-10-08,arima,erste-group-bank-ag
AT0000652011,49.06,2024-10-09,arima,erste-group-bank-ag
AT0000652011,49.14,2024-10-10,arima,erste-group-bank-ag
AT0000652011,49.21,2024-10-11,arima,erste-group-bank-ag
AT0000652011,49.28,2024-10-14,arima,erste-group-bank-ag
AT0000652011,49.36,2024-10-15,arima,erste-group-bank-ag
AT0000652011,49.44,2024-10-16,arima,erste-group-bank-ag
AT0000652011,49.52,2024-10-17,arima,erste-group-bank-ag
AT0000652011,49.6,2024-10-18,arima,erste-group-bank-ag
AT0000652011,49.68,2024-10-21,arima,erste-group-bank-ag
AT0000652011,48.99,2024-10-08,exp_smoothing,erste-group-bank-ag
AT0000652011,49.06,2024-10-09,exp_smoothing,erste-group-bank-ag
AT0000652011,49.14,2024-10-10,exp_smoothing,erste-group-bank-ag
AT0000652011,49.21,2024-10-11,exp_smoothing,erste-group-bank-ag
AT0000652011,49.28,2024-10-14,exp_smoothing,erste-group-bank-ag
AT0000652011,49.36,2024-10-15,exp_smoothing,erste-group-bank-ag
AT0000652011,49.44,2024-10-16,exp_smoothing,erste-group-bank-ag
AT0000652011,49.52,2024-10-17,exp_smoothing,erste-group-bank-ag
AT0000652011,49.6,2024-10-18,exp_smoothing,erste-group-bank-ag
AT0000652011,49.68,2024-10-21,exp_smoothing,erste-group-bank-ag
AT0000652011,48.92,2024-10-08,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.92,2024-10-09,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.92,2024-10-10,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.92,2024-10-11,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.92,2024-10-14,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.93,2024-10-15,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.93,2024-10-16,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.94,2024-10-17,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.95,2024-10-18,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.95,2024-10-21,lgbm_regressor,erste-group-bank-ag
AT0000652011,48.82,2024-10-08,nn_regressor,erste-group-bank-ag
AT0000652011,49.47,2024-10-09,nn_regressor,erste-group-bank-ag
AT0000652011,49.32,2024-10-10,nn_regressor,erste-group-bank-ag
AT0000652011,49.38,2024-10-11,nn_regressor,erste-group-bank-ag
AT0000652011,49.73,2024-10-14,nn_regressor,erste-group-bank-ag
AT0000652011,50.21,2024-10-15,nn_regressor,erste-group-bank-ag
AT0000652011,49.99,2024-10-16,nn_regressor,erste-group-bank-ag
AT0000652011,50.15,2024-10-17,nn_regressor,erste-group-bank-ag
AT0000652011,50.25,2024-10-18,nn_regressor,erste-group-bank-ag
AT0000652011,50.1,2024-10-21,nn_regressor,erste-group-bank-ag
AT0000652011,49.0,2024-10-08,prophet,erste-group-bank-ag
AT0000652011,49.07,2024-10-09,prophet,erste-group-bank-ag
AT0000652011,49.16,2024-10-10,prophet,erste-group-bank-ag
AT0000652011,49.23,2024-10-11,prophet,erste-group-bank-ag
AT0000652011,49.31,2024-10-14,prophet,erste-group-bank-ag
